Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
1,1,[H]C(N)=O,H4,C1,5,51,TRUE,93.172745,0.10369,0.088222,0.156509,0.038549,-5.9714,-5.9714,-5.9714,-5.9714,-0.138173,1.297249413,1.297249413,1.297249413,1.297249413,20.31464547,61.6422627,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,4.2746,0.7707,71.56065729,1,0,0,0,0,0,0,0,0,0,0,0
2,1,[H]C(N)=O,H4,C1,5,76,TRUE,93.172745,0.10369,0.088222,0.156509,0.038549,-5.9714,-5.9714,-5.9714,-5.9714,-0.138173,1.297249413,1.297249413,1.297249413,1.297249413,20.31464547,61.6422627,2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,4.5989,1.5018,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
3,2,[H]C(N(C)C)=O,H7-H12,C3,5,86,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.951835339,2.710064661,71.91406126,1,0,0,0,0,0,0,0,0,0,0,0
3,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.720507847,1.941392153,71.91406126,1,0,0,0,0,0,0,0,0,0,0,0
4,2,[H]C(N(C)C)=O,H7-H12,C3,5,71,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,4,C1,C=CC#N,-1.9782,-8.1074,2.936835339,3.192364661,59.79266387,1,0,0,0,0,0,0,0,0,0,0,0
4,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,4,C1,C=CC#N,-1.9782,-8.1074,3.705507847,2.423692153,59.79266387,1,0,0,0,0,0,0,0,0,0,0,0
5,2,[H]C(N(C)C)=O,H7-H12,C3,5,61,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,5,C1,C=CC(C)=O,-1.9354,-7.0384,2.979635339,2.123364661,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
5,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.748307847,1.354692153,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
6,2,[H]C(N(C)C)=O,H7-H12,C3,5,47,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,6,C1,C=CC(OCC)=O,-1.6299,-7.7176,3.285135339,2.802564661,60.65039622,1,0,0,0,0,0,0,0,0,0,0,0
6,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,6,C1,C=CC(OCC)=O,-1.6299,-7.7176,4.053807847,2.033892153,60.65039622,1,0,0,0,0,0,0,0,0,0,0,0
7,2,[H]C(N(C)C)=O,H7-H12,C3,5,60,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,5,C1,C=CC(C)=O,-1.9354,-7.0384,2.979635339,2.123364661,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
7,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.748307847,1.354692153,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
8,3,[H]C(NC)=O,H5,C1,5,46,TRUE,94.27302,0.10115,0.08102,0.16133,0.035081,-5.831,-5.8128,-5.8129,-5.818884441,-0.085627,1.069168044,1.167340571,1.069168044,1.098607847,25.69228673,63.88522685,2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,4.446384441,1.654315559,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
8,3,[H]C(NC)=O,H7-H9,C3,5,0,FALSE,92.63003,0.19719,0.128289,0.139427,0.035064,-4.7466,-4.6477,-4.7451,-4.736064188,-0.356767,0.8813142606,0.8944635844,0.8943705099,0.8931098282,20.48556991,58.79969916,2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,3.363564188,2.737135812,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC1,"H22-H23, H28-H29","C9, C12",5,59,TRUE,90.73481,0.21069,0.126099,0.173286,0.029282,-4.2097,-4.2083,-4.2083,-4.208992957,-0.015123,0.6728999792,0.6731970193,0.6728999792,0.673047005,35.68558821,71.79175393,4,C1,C=CC#N,-1.9782,-8.1074,2.230792957,3.898407043,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC2,H13-H21,C5-C7,5,0,FALSE,102.172585,0.21205,0.117948,0.159455,0.025993,-5.8275,-5.7455,-5.7455,-5.761909208,-0.043516,1.00966386,1.069826748,1.00966386,1.021703194,30.44790182,67.27858669,4,C1,C=CC#N,-1.9782,-8.1074,3.783709208,2.345490792,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC3,H24-H27,"C10, C11",5,0,FALSE,97.33875,0.2008,0.099188,0.170328,0.026498,-5.4637,-5.4635,-5.4637,-5.463602114,-0.019574,0.9552579911,0.9557955275,0.9557955275,0.9555324416,31.31402674,70.03806853,4,C1,C=CC#N,-1.9782,-8.1074,3.485402114,2.643797886,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,"H16-H17, H27-H28","C2, C11",5,51,TRUE,91.9212,0.18736,0.109282,0.169676,0.026939,-4.1931,-4.1615,-4.1931,-4.179156813,-0.056739,0.6360689439,0.6551557405,0.6516203417,0.6447477606,36.84612289,73.17975055,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.215956813,3.445943187,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,"H29-H31, H13-H15","C1, C12",5,0,FALSE,100.81616,0.20183,0.110206,0.148694,0.023568,-5.918,-5.8367,-5.9169,-5.897162757,0.018735,1.069869439,1.105437003,1.105306392,1.09528946,28.42037487,62.70140322,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.933962757,1.727937243,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,H18-H26,C7-C9,5,0,FALSE,102.22127,0.20874,0.114606,0.156924,0.027371,-5.8845,-5.7859,-5.7859,-5.79450097,-0.073585,1.034453989,1.103390125,1.035667302,1.038298826,31.4623365,67.31207903,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.83130097,1.83059903,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,"H16-H17, H27-H28","C2, C11",5,26,TRUE,91.9212,0.18736,0.109282,0.169676,0.026939,-4.1931,-4.1615,-4.1931,-4.179156813,-0.056739,0.6360689439,0.6551557405,0.6516203417,0.6447477606,36.84612289,73.17975055,5,C1,C=CC(C)=O,-1.9354,-7.0384,2.243756813,2.859243187,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,"H29-H31, H13-H15","C1, C12",5,0,FALSE,100.81616,0.20183,0.110206,0.148694,0.023568,-5.918,-5.8367,-5.9169,-5.897162757,0.018735,1.069869439,1.105437003,1.105306392,1.09528946,28.42037487,62.70140322,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.961762757,1.141237243,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,H18-H26,C7-C9,5,0,FALSE,102.22127,0.20874,0.114606,0.156924,0.027371,-5.8845,-5.7859,-5.7859,-5.79450097,-0.073585,1.034453989,1.103390125,1.035667302,1.038298826,31.4623365,67.31207903,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.85910097,1.24389903,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,H19,C6,6,52,TRUE,86.30828,0.0995,0.095026,0.159752,0.026927,-5.3899,-5.323,-5.3899,-5.365836192,-0.199537,1.013377833,1.094927484,1.092886617,1.0653177,24.93386504,69.27689603,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.402636192,2.259263808,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,"H18,H17",C5,6,0,FALSE,88.88517,0.23133,0.129187,0.196001,0.037646,-6.726,-6.5897,-6.726,-6.681833148,0.103353,1.842315762,1.960480298,1.960480298,1.922325908,38.018087,76.18438558,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.718633148,0.9432668524,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,H8-H16,"C1, C3, C4",6,0,FALSE,100.03294,0.22801,0.156153,0.167452,0.024246,-6.0093,-5.6794,-5.9778,-5.928809611,0.02686,1.006073683,1.233434199,1.16355051,1.143264423,36.93318113,66.47281322,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.965609611,1.696290389,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,H11,C1,6,60,TRUE,88.971146,0.10358,0.09338,0.158092,0.030322,-5.5242,-5.4489,-5.4678,-5.472272333,0.093635,1.037819866,1.143862407,1.108016294,1.102413207,24.44342639,29.97309067,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.775472333,1.269827667,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,"H12, H13",C2,6,0,FALSE,88.984764,0.23054,0.134929,0.19023,0.03969,-6.6888,-6.6275,-6.6629,-6.66426989,0.030221,1.875350249,1.97125123,1.970502242,1.962870127,36.29509674,41.13358249,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,4.96746989,0.07783011002,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,"H14, H15",C3,6,0,FALSE,87.43041,0.22165,0.13287,0.187021,0.031988,-5.2039,-5.0642,-5.1076,-5.147881937,-0.016462,1.329948033,1.530467691,1.354858843,1.4401152,38.88206221,45.63958427,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.451081937,1.594218063,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
14,8,O=C1OC(C)(CC)CCC1,"H21, H22",C9,1,60,TRUE,95.74665,0.20063,0.115716,0.173363,0.025604,-5.6617,-5.576,-5.6409,-5.636333612,-0.042815,0.9978379188,1.035180716,1.016931877,1.016333155,38.11560523,73.10241817,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.803833612,1.939766388,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,H11-H13,C5,1,0,FALSE,99.36054,0.21087,0.125319,0.162543,0.029901,-6.5003,-6.1117,-6.2617,-6.279362114,-0.034342,1.219083552,1.424018611,1.296528751,1.304606505,34.00617783,67.58471785,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.446862114,1.296737886,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H14, H15",C6,1,0,FALSE,96.3904,0.20172,0.106518,0.176455,0.025286,-5.8667,-5.6068,-5.7101,-5.691757282,-0.075136,1.027832398,1.163713855,1.081441454,1.078772146,37.51864215,76.97883147,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.859257282,1.884342718,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,H16-H18,C7,1,0,FALSE,99.12927,0.19967,0.118048,0.145853,0.022891,-6.0763,-5.7518,-5.8742,-5.902912619,-0.043974,1.049278871,1.220359134,1.120676936,1.136436116,30.14740231,63.1605983,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.070412619,1.673187381,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H19, H20",C8,1,0,FALSE,97.37201,0.21959,0.117703,0.182097,0.032278,-5.8528,-5.7159,-5.7292,-5.737271918,-0.037393,1.096929701,1.203118386,1.108218834,1.11294862,38.01531133,77.03266956,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.904771918,1.838828082,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H23, H24",C10,1,0,FALSE,90.14161,0.23308,0.126067,0.194632,0.042453,-6.5465,-6.5052,-6.5447,-6.534359493,0.02533,1.721137671,1.739442635,1.734007158,1.731834851,34.02716451,73.2507125,9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.701859493,1.041740507,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H34,C10,1,46,TRUE,94.91813,0.1821,0.057948,0.181813,0.015916,-4.852,-4.47,-4.7405,-4.691450999,-0.078048,0.6844497122,0.8712248343,0.7870811102,0.7800475408,39.26045143,83.69584955,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.285750999,3.867349001,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H17-H25,"C1, C3, C4",1,0,FALSE,99.58556,0.2066,0.129706,0.158016,0.023049,-5.8381,-5.7659,-5.7659,-5.794279469,0.024264,1.088757737,1.134640401,1.089036532,1.10774138,36.98512851,67.35983192,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.388579469,2.764520531,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H26,C5,1,0,FALSE,93.7725,0.19268,0.074147,0.20687,0.016527,-5.0417,-4.9969,-5.033,-5.023486613,-0.042635,0.9212674561,0.9521871342,0.9388583993,0.9341178029,53.56050207,88.06043399,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.617786613,3.535313387,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H27, H28",C6,1,0,FALSE,96.15148,0.21173,0.107203,0.177324,0.024987,-5.3202,-5.2847,-5.2883,-5.302655054,-0.019303,1.077705772,1.124061481,1.078645516,1.092960387,46.70277602,81.44866441,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.896955054,3.256144946,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H29,C7,1,0,FALSE,86.40126,0.20867,0.078009,0.210066,0.027474,-5.9418,-5.8327,-5.8633,-5.891100464,-0.04114,1.586204463,1.668060957,1.601239674,1.626410775,48.67594304,85.07609555,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.485400464,2.667699536,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H30, H31",C8,1,0,FALSE,96.25939,0.21523,0.106122,0.188383,0.021918,-5.1665,-5.0897,-5.0897,-5.129408199,-0.043016,0.8505923717,0.8943489442,0.8510128001,0.8702467127,47.47613259,77.66058458,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.723708199,3.429391801,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H32, H33",C9,1,0,FALSE,96.7536,0.1889,0.086323,0.171219,0.013954,-5.1476,-4.8492,-5.0969,-5.027723035,-0.007536,0.7707071048,0.9005523615,0.8823668221,0.8578118572,40.24284233,76.89332967,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.622023035,3.531076965,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H35-H40,"C11, C12",1,0,FALSE,100.4272,0.20337,0.113066,0.143966,0.021262,-5.6593,-5.268,-5.569,-5.52256314,-0.070855,0.915113427,1.076413414,1.065303667,1.024522099,26.02260105,63.55659056,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.11686314,3.03623686,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H41, H42",C13,1,0,FALSE,96.25939,0.20103,0.123583,0.185812,0.024194,-5.3582,-5.3049,-5.34,-5.327338116,-0.050743,1.06481903,1.10959638,1.089120695,1.079382074,46.4416533,77.84604965,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.921638116,3.231461884,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H43, H44",C14,1,0,FALSE,88.99053,0.21534,0.119497,0.187889,0.032207,-6.3316,-6.3186,-6.3271,-6.326210813,0.124766,1.742479281,1.757582521,1.748803965,1.748931807,36.27557532,72.524854,11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.920510813,2.232589187,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
16,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,77,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.331930778,2.329969222,71.91406126,0,0,1,1,1,0,0,0,0,0,0,0
16,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.683619697,1.978280303,71.91406126,0,0,1,1,1,0,0,0,0,0,0,0
17,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,62,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.598330778,1.446969222,71.56065729,0,0,1,1,1,0,0,0,0,0,0,0
17,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.950019697,1.095280303,71.56065729,0,0,1,1,1,0,0,0,0,0,0,0
18,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,53,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,7,C1,C=C1C2CCC(C2)C1=O,-1.75,-6.6841,3.545130778,1.388969222,60.93885738,0,0,1,1,1,0,0,0,0,0,0,0
18,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,7,C1,C=C1C2CCC(C2)C1=O,-1.75,-6.6841,3.896819697,1.037280303,60.93885738,0,0,1,1,1,0,0,0,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,H15,C2,3,68,TRUE,94.97104,0.19882,0.094997,0.193706,0.017657,-4.9412,-4.7368,-4.7868,-4.802096534,-0.080064,0.7852593622,0.8613196172,0.78853233,0.8200887538,49.97072976,83.65764961,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.838896534,2.823003466,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.2064,0.115692,0.146017,0.02379,-5.7834,-5.4491,-5.7586,-5.714677588,-0.006978,0.9742256331,1.122366187,1.091162606,1.08727284,26.03539943,64.009034,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.751477588,1.910422412,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H19, H20",C4,3,0,FALSE,97.53741,0.19775,0.099212,0.175346,0.019118,-5.3994,-5.2754,-5.3994,-5.341388093,-0.039985,0.9936933463,1.037642946,1.026707579,1.019347465,41.48955399,75.85661016,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.378188093,2.283711907,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H21, H22",C5,3,0,FALSE,87.33477,0.21427,0.123315,0.178692,0.028567,-5.0815,-5.0285,-5.0285,-5.049332408,-0.010025,1.33119331,1.362943384,1.339482364,1.348485032,33.89556594,75.55353262,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.086132408,2.575767592,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
20,12,[H]C(C1=CC=C(Cl)C=C1)=O,H10,C1,7,82,TRUE,90.14195,0.10977,0.094662,0.167979,0.030853,-5.6993,-5.6956,-5.6993,-5.697459011,0.08302,1.151972561,1.153477228,1.153477228,1.152728559,26.83235826,66.34294712,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.762059011,1.340940989,60.77911164,0,0,1,1,0,1,0,0,0,0,0,0
